Step,r_semeval_400_1.0_32_5000_ff - accuracy,r_semeval_400_1.0_32_5000_ff - accuracy__MIN,r_semeval_400_1.0_32_5000_ff - accuracy__MAX,r_semeval_100_1.0_32_5000_ff - accuracy,r_semeval_100_1.0_32_5000_ff - accuracy__MIN,r_semeval_100_1.0_32_5000_ff - accuracy__MAX,r_semeval_300_1.0_32_5000_ff - accuracy,r_semeval_300_1.0_32_5000_ff - accuracy__MIN,r_semeval_300_1.0_32_5000_ff - accuracy__MAX,r_semeval_200_1.0_32_5000_ff - accuracy,r_semeval_200_1.0_32_5000_ff - accuracy__MIN,r_semeval_200_1.0_32_5000_ff - accuracy__MAX
11,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7283236994219653,0.7283236994219653,0.7283236994219653
12,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7225433526011561,0.7225433526011561,0.7225433526011561
13,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561
14,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7283236994219653,0.7283236994219653,0.7283236994219653
15,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7167630057803468,0.7167630057803468,0.7167630057803468
16,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7341040462427746,0.7341040462427746,0.7341040462427746
17,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7398843930635838,0.7398843930635838,0.7398843930635838
18,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7225433526011561,0.7225433526011561,0.7225433526011561
19,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7109826589595376,0.7109826589595376,0.7109826589595376
20,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7109826589595376,0.7109826589595376,0.7109826589595376,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7225433526011561,0.7225433526011561,0.7225433526011561
21,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7341040462427746,0.7341040462427746,0.7341040462427746
22,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7052023121387283,0.7052023121387283,0.7052023121387283
23,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7456647398843931,0.7456647398843931,0.7456647398843931
24,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7456647398843931,0.7456647398843931,0.7456647398843931
25,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7283236994219653,0.7283236994219653,0.7283236994219653
26,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7398843930635838,0.7398843930635838,0.7398843930635838
27,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7283236994219653,0.7283236994219653,0.7283236994219653
28,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7745664739884393,0.7745664739884393,0.7745664739884393
29,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.6936416184971098,0.6936416184971098,0.6936416184971098,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208
30,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7341040462427746,0.7341040462427746,0.7341040462427746
31,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7283236994219653,0.7283236994219653,0.7283236994219653
32,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7283236994219653,0.7283236994219653,0.7283236994219653
33,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7456647398843931,0.7456647398843931,0.7456647398843931
34,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931
35,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7398843930635838,0.7398843930635838,0.7398843930635838
36,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7456647398843931,0.7456647398843931,0.7456647398843931
37,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7514450867052023,0.7514450867052023,0.7514450867052023
38,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
39,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931
40,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7341040462427746,0.7341040462427746,0.7341040462427746
41,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7341040462427746,0.7341040462427746,0.7341040462427746
42,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7109826589595376,0.7109826589595376,0.7109826589595376,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7341040462427746,0.7341040462427746,0.7341040462427746
43,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7456647398843931,0.7456647398843931,0.7456647398843931
44,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7514450867052023,0.7514450867052023,0.7514450867052023
45,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
46,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7456647398843931,0.7456647398843931,0.7456647398843931
47,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7572254335260116,0.7572254335260116,0.7572254335260116
48,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7456647398843931,0.7456647398843931,0.7456647398843931
49,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7572254335260116,0.7572254335260116,0.7572254335260116
50,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7398843930635838,0.7398843930635838,0.7398843930635838
51,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7456647398843931,0.7456647398843931,0.7456647398843931
52,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7572254335260116,0.7572254335260116,0.7572254335260116
53,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7456647398843931,0.7456647398843931,0.7456647398843931
54,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7283236994219653,0.7283236994219653,0.7283236994219653
55,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7283236994219653,0.7283236994219653,0.7283236994219653
56,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7109826589595376,0.7109826589595376,0.7109826589595376,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7225433526011561,0.7225433526011561,0.7225433526011561
57,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7283236994219653,0.7283236994219653,0.7283236994219653
58,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7283236994219653,0.7283236994219653,0.7283236994219653
59,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7341040462427746,0.7341040462427746,0.7341040462427746
60,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7109826589595376,0.7109826589595376,0.7109826589595376,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7341040462427746,0.7341040462427746,0.7341040462427746
61,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
62,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
63,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
64,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023
65,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208
66,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7341040462427746,0.7341040462427746,0.7341040462427746
67,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7283236994219653,0.7283236994219653,0.7283236994219653
68,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7167630057803468,0.7167630057803468,0.7167630057803468
69,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7398843930635838,0.7398843930635838,0.7398843930635838
70,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393
71,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116
72,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116
73,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
74,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7398843930635838,0.7398843930635838,0.7398843930635838
75,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7803468208092486,0.7803468208092486,0.7803468208092486
76,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393
77,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7630057803468208,0.7630057803468208,0.7630057803468208
78,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208
79,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023
80,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7630057803468208,0.7630057803468208,0.7630057803468208
81,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116
82,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023
83,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7398843930635838,0.7398843930635838,0.7398843930635838
84,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7572254335260116,0.7572254335260116,0.7572254335260116
85,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7514450867052023,0.7514450867052023,0.7514450867052023
86,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7225433526011561,0.7225433526011561,0.7225433526011561
87,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7341040462427746,0.7341040462427746,0.7341040462427746
88,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7341040462427746,0.7341040462427746,0.7341040462427746
89,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7398843930635838,0.7398843930635838,0.7398843930635838
90,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7456647398843931,0.7456647398843931,0.7456647398843931
91,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023
92,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931
93,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7283236994219653,0.7283236994219653,0.7283236994219653
94,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7398843930635838,0.7398843930635838,0.7398843930635838
95,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7283236994219653,0.7283236994219653,0.7283236994219653
96,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931
97,0.791907514450867,0.791907514450867,0.791907514450867,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7341040462427746,0.7341040462427746,0.7341040462427746
98,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7398843930635838,0.7398843930635838,0.7398843930635838
99,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7630057803468208,0.7630057803468208,0.7630057803468208
100,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
101,0.791907514450867,0.791907514450867,0.791907514450867,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7572254335260116,0.7572254335260116,0.7572254335260116
102,0.7976878612716763,0.7976878612716763,0.7976878612716763,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7630057803468208,0.7630057803468208,0.7630057803468208
103,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7630057803468208,0.7630057803468208,0.7630057803468208
104,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023
105,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7514450867052023,0.7514450867052023,0.7514450867052023
106,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
107,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7398843930635838,0.7398843930635838,0.7398843930635838
108,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
109,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023
110,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7630057803468208,0.7630057803468208,0.7630057803468208
111,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931
112,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7456647398843931,0.7456647398843931,0.7456647398843931
113,0.791907514450867,0.791907514450867,0.791907514450867,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7514450867052023,0.7514450867052023,0.7514450867052023
114,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
115,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
116,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
117,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7514450867052023,0.7514450867052023,0.7514450867052023
118,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
119,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7630057803468208,0.7630057803468208,0.7630057803468208
120,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7341040462427746,0.7341040462427746,0.7341040462427746
